Body Name,Service Area,Expenses Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
Manchester City Council,Manchester Leisure,Hire of Equipment,14.03.2018,5100966361,"£2,547.80",Niche Event Hire
Manchester City Council,Manchester Leisure,Litter Bins - repair/ replacement,14.03.2018,5100966585,"£5,300.00",Biffa Municipal Limited
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100966814,"£2,100.00",Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100966575,"£1,905.20",England Squash
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100966654,"£1,891.57",Manchester Working Ltd
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100965166,"£1,679.64",Bureau Veritas UK Ltd
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100966615,"£1,033.33",Manchester Digital Laboratory
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100966656,£959.04,Manchester Working Ltd
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100966632,£756.01,Manchester Working Ltd
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100966686,£750.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Professional fees,14.03.2018,5100966686,£600.00,Redacted Personal Information
Manchester City Council,Manchester Leisure,Grant and subscriptions awarded,14.03.2018,5100966653,"£1,000.00",Barlow Moor Community Association
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,14.03.2018,5100966941,"£2,931.83",Manchester Jewellers Network
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,14.03.2018,5100966936,"£1,408.00",Cornflower Ltd
Manchester City Council,Manchester Leisure,Goods purchased for resale in Council outlets,14.03.2018,5100966947,£602.16,Museums and Galleries Ltd
Manchester City Council,Manchester Leisure,Third party payments relating to Voluntary Organisations,14.03.2018,5100966572,"£1,500.00",Social Profit Calculator Ltd
Manchester City Council,Manchester Leisure,Payments for services,14.03.2018,5100966673,"£2,720.00",Eastlands Trust Limited
Manchester City Council,Libraries and Theatres,Training and Development,14.03.2018,5100965363,£998.00,The Skills Company
Manchester City Council,Hospitality + Trading Services,Rents,14.03.2018,1905969803,"£4,766.86",DUK Property Management Ltd
Manchester City Council,Hospitality + Trading Services,Refuse Collection,14.03.2018,5100966579,"£62,500.00",Fairfield Environmental Serv Ltd
Manchester City Council,Hospitality + Trading Services,Security,14.03.2018,5100966373,"£2,632.08",Showsec International Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Fuel Costs,14.03.2018,5100966567,"£9,643.89",Carlton Fuels Ltd
Manchester City Council,Hospitality + Trading Services,Vehicle Hire Costs,14.03.2018,5100955775,"£1,700.00",Peter Douglass Platforms
Manchester City Council,Hospitality + Trading Services,Motor Vehicle & Plant Insurance Premium,14.03.2018,5100962081,£612.00,FleetMatics
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974169,"£1,077.96",Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974200,"£1,028.84",Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974192,£995.20,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974170,£958.82,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974202,£923.78,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974168,£824.20,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974201,£820.63,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974029,£722.92,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973965,£715.35,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974191,£684.51,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973866,£663.41,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974116,£615.01,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974049,£611.88,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973979,£603.52,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973878,£582.43,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974017,£545.67,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973948,£544.95,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974062,£541.49,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974205,£538.09,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974006,£533.92,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974003,£532.81,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973921,£524.99,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973890,£520.13,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905974113,£519.91,Ralph Livesey Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973882,£519.07,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Catering Provisions,14.03.2018,1905973989,£509.28,Brake Bros Foodservice Ltd
Manchester City Council,Hospitality + Trading Services,Goods purchased for resale in Council outlets,14.03.2018,5100966788,£582.40,Treasured Memories Ltd
Manchester City Council,Hospitality + Trading Services,Lettings Income,14.03.2018,1905965156,£530.83,Porkys of Yarm
Manchester City Council,Adult Social Care,Training and Development,14.03.2018,1905958607,"£1,975.00",Redacted Personal Information
Manchester City Council,Adult Social Care,Training and Development,14.03.2018,5100965832,£800.00,The Skills Company
Manchester City Council,Adult Social Care,Training and Development,14.03.2018,5100965835,£800.00,The Skills Company
Manchester City Council,Adult Social Care,Grounds Maintenance Costs,14.03.2018,5100966260,"£1,650.00",Countrywide Grounds Maintenance Ltd
Manchester City Council,Adult Social Care,Transport Coach Hire,14.03.2018,5100966607,"£16,762.50",Taxi Team Limited
Manchester City Council,Adult Social Care,Transport Coach Hire,14.03.2018,5100966660,"£1,680.00",DMC Travel
Manchester City Council,Adult Social Care,Transport Coach Hire,14.03.2018,5100966658,"£1,650.00",DMC Travel
Manchester City Council,Adult Social Care,Transport Coach Hire,14.03.2018,5100966657,£975.00,DMC Travel
Manchester City Council,Adult Social Care,Equipment,14.03.2018,5100966598,"£3,678.73",Barnardos Manchester Leaving Care S
Manchester City Council,Adult Social Care,Professional fees,14.03.2018,5100966922,"£1,950.00",One Education Ltd
Manchester City Council,Adult Social Care,Computer Licenses,14.03.2018,5100966637,"£2,500.00",Islington Council
Manchester City Council,Adult Social Care,Funeral and coroner related services,14.03.2018,5100966693,"£1,245.00",Greater Manchester Funeral Service
Manchester City Council,Adult Social Care,Bed and Breakfast Accommodation Expenditure,14.03.2018,5100966707,£780.00,The Hawthorn Hotel
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,14.03.2018,5100966675,"£3,011.74",Broomwood Primary School
Manchester City Council,Adult Social Care,Third party payments to other Local Authorities,14.03.2018,5100966715,£662.25,Woodley Primary School
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.03.2018,5100966700,"£76,656.00",Barnardo Services Ltd (Essex)
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.03.2018,5100966611,"£8,410.50",People First Housing Association
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.03.2018,5100966906,"£4,889.00",Adactus Housing Group Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.03.2018,5100966906,"£2,780.00",Adactus Housing Group Ltd
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.03.2018,5100965692,"£2,532.00",Federation of Jewish Services
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.03.2018,5100966593,"£1,250.27",African & Caribbean Mental Health
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.03.2018,5100966448,"£1,092.00",Longsight (Aisha) Nursery
Manchester City Council,Adult Social Care,Third party payments relating to Voluntary Organisations,14.03.2018,5100966561,£826.50,Barlow Moor Community Association
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966684,"£49,441.50",ABL Health Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966687,"£49,441.50",ABL Health Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966692,"£49,441.50",ABL Health Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966725,"£30,669.00",Pure Innovations Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966667,"£27,500.00",ABL Health Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966722,"£14,107.51",Belmont School Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966723,"£13,999.23",Belmont School Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966726,"£13,334.63",Ramillies Hall School Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966537,"£11,904.00",Time Specialist Support Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966724,"£7,496.67",Belmont School Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966727,"£5,598.67",Belmont School Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966716,"£3,360.00",Keys Childcare Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966717,"£3,360.00",Keys Childcare Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966721,"£2,836.29",Belmont School Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966587,£750.00,Staffordshire County Council
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966782,£660.00,Teaching Personnel Ltd
Manchester City Council,Adult Social Care,Payments for services,14.03.2018,5100966784,£660.00,Teaching Personnel Ltd
Manchester City Council,Adult Social Care,Supporting People Payments,14.03.2018,5100966629,"£4,592.16",People First Housing Association
Manchester City Council,Adult Social Care,Supporting People Payments,14.03.2018,5100966601,"£4,158.48",ACORN Recovery Projects
Manchester City Council,Adult Social Care,Supporting People Payments,14.03.2018,5100966650,"-£4,158.48",ACORN Recovery Projects
Manchester City Council,Adult Social Care,Supported Accommodation,14.03.2018,5100966503,"£3,362.00",C Saycell & Son Ltd
Manchester City Council,Childrens Services,Building Works,14.03.2018,5100966775,"£168,073.17",Manchester Health Academy
Manchester City Council,Corporate Services,Signers/Interpreters Fees,14.03.2018,5100965780,£945.00,Interpreting Solutions Ltd
Manchester City Council,Corporate Services,Professional fees,14.03.2018,5100966696,"£4,000.00",Lambert Smith Hampton
Manchester City Council,Corporate Services,Fees,14.03.2018,5100966312,"£2,589.00",Pannone Corporate LLP
Manchester City Council,Corporate Services,Data Links,14.03.2018,5100966596,"£1,040.00",The Loop t/a Gamma Telecom Ltd
Manchester City Council,Corporate Services,Works and associated costs for Land and Buildings,14.03.2018,5100966651,"£446,531.03",Kier Construction Limited
